dp,minDist,param1,param2,minRadius,maxRadius,f1_score
1.0,21.0,150.0,21.0,9.0,25.0,0.6149859511765826
1.0,27.0,300.0,23.0,5.0,25.0,0.6143384932998667
1.0,27.0,250.0,23.0,5.0,25.0,0.6143384932998667
1.0,27.0,150.0,23.0,5.0,25.0,0.6143384932998667
1.0,27.0,200.0,23.0,5.0,25.0,0.6143384932998667
1.0,18.0,300.0,24.0,7.0,25.0,0.6127445879466767
1.0,18.0,200.0,24.0,7.0,25.0,0.6127445879466767
1.0,18.0,150.0,24.0,7.0,25.0,0.6127445879466767
1.0,18.0,250.0,24.0,7.0,25.0,0.6127445879466767
1.0,21.0,250.0,24.0,7.0,25.0,0.612284940429664
1.0,21.0,200.0,24.0,7.0,25.0,0.612284940429664
1.0,21.0,300.0,24.0,7.0,25.0,0.612284940429664
1.0,21.0,150.0,24.0,7.0,25.0,0.612284940429664
1.0,27.0,150.0,20.0,7.0,20.0,0.6121731958173042
1.0,27.0,200.0,20.0,7.0,20.0,0.6121731958173042
1.0,27.0,250.0,20.0,7.0,20.0,0.6121731958173042
1.0,27.0,300.0,20.0,7.0,20.0,0.6121731958173042
1.0,21.0,150.0,22.0,9.0,25.0,0.6103683223096874
1.0,21.0,250.0,22.0,9.0,25.0,0.6103683223096874
1.0,21.0,200.0,22.0,9.0,25.0,0.6103683223096874
1.0,21.0,300.0,22.0,9.0,25.0,0.6103683223096874
1.0,24.0,300.0,24.0,7.0,25.0,0.6090460462214283
1.0,24.0,200.0,24.0,7.0,25.0,0.6090460462214283
1.0,24.0,150.0,24.0,7.0,25.0,0.6090460462214283
1.0,24.0,250.0,24.0,7.0,25.0,0.6090460462214283
1.0,18.0,150.0,22.0,9.0,25.0,0.6090022325489816
1.0,18.0,250.0,22.0,9.0,25.0,0.6090022325489816
1.0,18.0,200.0,22.0,9.0,25.0,0.6090022325489816
1.0,18.0,300.0,22.0,9.0,25.0,0.6090022325489816
1.0,18.0,150.0,21.0,9.0,25.0,0.6084809495150059
1.0,18.0,250.0,21.0,9.0,25.0,0.6084809495150059
1.0,18.0,200.0,21.0,9.0,25.0,0.6084809495150059
1.0,18.0,300.0,21.0,9.0,25.0,0.6084809495150059
1.0,24.0,250.0,21.0,7.0,25.0,0.6083911243439991
1.0,24.0,150.0,21.0,7.0,25.0,0.6083911243439991
1.0,24.0,300.0,21.0,7.0,25.0,0.6083911243439991
1.0,24.0,200.0,21.0,7.0,25.0,0.6083911243439991
1.0,18.0,200.0,22.0,7.0,25.0,0.6083159272034666
1.0,18.0,250.0,22.0,7.0,25.0,0.6083159272034666
1.0,18.0,150.0,22.0,7.0,25.0,0.6083159272034666
1.0,18.0,300.0,22.0,7.0,25.0,0.6083159272034666
1.0,27.0,150.0,16.0,5.0,15.0,0.6078665616917989
1.0,27.0,200.0,16.0,5.0,15.0,0.6078665616917989
1.0,27.0,250.0,16.0,5.0,15.0,0.6078665616917989
1.0,27.0,300.0,16.0,5.0,15.0,0.6078665616917989
1.0,18.0,300.0,15.0,5.0,15.0,0.6077121650109585
1.0,18.0,250.0,15.0,5.0,15.0,0.6077121650109585
1.0,18.0,150.0,15.0,5.0,15.0,0.6077121650109585
1.0,18.0,200.0,15.0,5.0,15.0,0.6077121650109585
1.0,15.0,150.0,23.0,7.0,25.0,0.6075634170803512
1.0,15.0,300.0,23.0,7.0,25.0,0.6075634170803512
1.0,15.0,250.0,23.0,7.0,25.0,0.6075634170803512
1.0,15.0,200.0,23.0,7.0,25.0,0.6075634170803512
1.0,15.0,150.0,18.0,7.0,20.0,0.6073802223188213
1.0,15.0,300.0,18.0,7.0,20.0,0.6073802223188213
1.0,15.0,200.0,18.0,7.0,20.0,0.6073802223188213
1.0,15.0,250.0,18.0,7.0,20.0,0.6073802223188213
1.0,24.0,150.0,22.0,9.0,25.0,0.6073095227409189
1.0,24.0,200.0,22.0,9.0,25.0,0.6073095227409189
1.0,24.0,300.0,22.0,9.0,25.0,0.6073095227409189
1.0,24.0,250.0,22.0,9.0,25.0,0.6073095227409189
1.0,27.0,150.0,20.0,9.0,25.0,0.6071167283099235
1.0,27.0,200.0,20.0,9.0,25.0,0.6071167283099235
1.0,27.0,300.0,20.0,9.0,25.0,0.6071167283099235
1.0,27.0,250.0,20.0,9.0,25.0,0.6071167283099235
1.0,24.0,250.0,20.0,9.0,25.0,0.6070515437170566
1.0,24.0,200.0,20.0,9.0,25.0,0.6070515437170566
1.0,24.0,300.0,20.0,9.0,25.0,0.6070515437170566
1.0,24.0,150.0,20.0,9.0,25.0,0.6070515437170566
1.0,21.0,250.0,17.0,7.0,20.0,0.6069433569269875
1.0,21.0,200.0,17.0,7.0,20.0,0.6069433569269875
1.0,21.0,300.0,17.0,7.0,20.0,0.6069433569269875
1.0,21.0,150.0,17.0,7.0,20.0,0.6069433569269875
1.0,27.0,200.0,21.0,7.0,25.0,0.6065320849900225
1.0,27.0,250.0,21.0,7.0,25.0,0.6065320849900225
1.0,27.0,150.0,21.0,7.0,25.0,0.6065320849900225
1.0,27.0,300.0,21.0,7.0,25.0,0.6065320849900225
1.0,15.0,250.0,24.0,7.0,25.0,0.6061754480268403
1.0,15.0,150.0,24.0,7.0,25.0,0.6061754480268403
1.0,15.0,200.0,24.0,7.0,25.0,0.6061754480268403
1.0,15.0,300.0,24.0,7.0,25.0,0.6061754480268403
1.0,27.0,200.0,21.0,9.0,25.0,0.605660221185018
1.0,27.0,150.0,21.0,9.0,25.0,0.605660221185018
1.0,27.0,300.0,21.0,9.0,25.0,0.605660221185018
1.0,27.0,250.0,21.0,9.0,25.0,0.605660221185018
1.0,24.0,150.0,22.0,5.0,25.0,0.6054573096340627
1.0,24.0,300.0,22.0,5.0,25.0,0.6054573096340627
1.0,24.0,200.0,22.0,5.0,25.0,0.6054573096340627
1.0,24.0,250.0,22.0,5.0,25.0,0.6054573096340627
1.0,24.0,150.0,15.0,9.0,20.0,0.6046701844026724
1.0,24.0,300.0,15.0,9.0,20.0,0.6046701844026724
1.0,24.0,200.0,15.0,9.0,20.0,0.6046701844026724
1.0,24.0,250.0,15.0,9.0,20.0,0.6046701844026724
1.0,27.0,250.0,15.0,9.0,20.0,0.6046662389886766
1.0,27.0,150.0,15.0,9.0,20.0,0.6046662389886766
1.0,27.0,200.0,15.0,9.0,20.0,0.6046662389886766
1.0,27.0,300.0,15.0,9.0,20.0,0.6046662389886766
1.0,18.0,150.0,23.0,5.0,25.0,0.6045884524028897
1.0,18.0,250.0,23.0,5.0,25.0,0.6045884524028897
1.0,18.0,200.0,23.0,5.0,25.0,0.6045884524028897
1.0,18.0,300.0,23.0,5.0,25.0,0.6045884524028897
1.0,27.0,200.0,22.0,5.0,25.0,0.6031818447318874
1.0,27.0,300.0,22.0,5.0,25.0,0.6031818447318874
1.0,27.0,250.0,22.0,5.0,25.0,0.6031818447318874
1.0,27.0,150.0,22.0,5.0,25.0,0.6031818447318874
1.0,21.0,300.0,18.0,5.0,20.0,0.6029034044587814
1.0,21.0,200.0,18.0,5.0,20.0,0.6029034044587814
1.0,21.0,150.0,18.0,5.0,20.0,0.6029034044587814
1.0,21.0,250.0,18.0,5.0,20.0,0.6029034044587814
1.0,15.0,150.0,24.0,5.0,25.0,0.6018821641425632
1.0,15.0,300.0,24.0,5.0,25.0,0.6018821641425632
1.0,15.0,250.0,24.0,5.0,25.0,0.6018821641425632
1.0,15.0,200.0,24.0,5.0,25.0,0.6018821641425632
1.0,27.0,300.0,16.0,7.0,20.0,0.6018414997188346
1.0,27.0,250.0,16.0,7.0,20.0,0.6018414997188346
1.0,27.0,200.0,16.0,7.0,20.0,0.6018414997188346
1.0,27.0,150.0,16.0,7.0,20.0,0.6018414997188346
1.0,21.0,300.0,20.0,9.0,25.0,0.6011722117961571
1.0,21.0,150.0,20.0,9.0,25.0,0.6011722117961571
1.0,21.0,200.0,20.0,9.0,25.0,0.6011722117961571
1.0,21.0,250.0,20.0,9.0,25.0,0.6011722117961571
1.0,24.0,250.0,16.0,7.0,20.0,0.6002644466912735
1.0,24.0,200.0,16.0,7.0,20.0,0.6002644466912735
1.0,24.0,150.0,16.0,7.0,20.0,0.6002644466912735
1.0,24.0,300.0,16.0,7.0,20.0,0.6002644466912735
1.0,27.0,150.0,17.0,5.0,20.0,0.6000518877755031
1.0,27.0,250.0,17.0,5.0,20.0,0.6000518877755031
1.0,27.0,200.0,17.0,5.0,20.0,0.6000518877755031
1.0,27.0,300.0,17.0,5.0,20.0,0.6000518877755031
1.0,27.0,250.0,21.0,5.0,20.0,0.5996399459413839
1.0,27.0,150.0,21.0,5.0,20.0,0.5996399459413839
1.0,27.0,200.0,21.0,5.0,20.0,0.5996399459413839
1.0,27.0,300.0,21.0,5.0,20.0,0.5996399459413839
1.0,18.0,300.0,16.0,9.0,20.0,0.5990630728894673
1.0,18.0,250.0,16.0,9.0,20.0,0.5990630728894673
1.0,18.0,200.0,16.0,9.0,20.0,0.5990630728894673
1.0,18.0,150.0,16.0,9.0,20.0,0.5990630728894673
1.0,27.0,200.0,22.0,9.0,25.0,0.5976100291271984
1.0,27.0,150.0,22.0,9.0,25.0,0.5976100291271984
1.0,27.0,250.0,22.0,9.0,25.0,0.5976100291271984
1.0,27.0,300.0,22.0,9.0,25.0,0.5976100291271984
1.0,15.0,200.0,22.0,9.0,25.0,0.5967678114489626
1.0,15.0,150.0,22.0,9.0,25.0,0.5967678114489626
1.0,15.0,250.0,22.0,9.0,25.0,0.5967678114489626
1.0,15.0,300.0,22.0,9.0,25.0,0.5967678114489626
1.0,21.0,150.0,21.0,7.0,25.0,0.5960336225161887
1.0,21.0,250.0,21.0,7.0,25.0,0.5960336225161887
1.0,21.0,300.0,21.0,7.0,25.0,0.5960336225161887
1.0,21.0,200.0,21.0,7.0,25.0,0.5960336225161887
1.0,27.0,300.0,24.0,7.0,25.0,0.5959585433912299
1.0,27.0,200.0,24.0,7.0,25.0,0.5959585433912299
1.0,27.0,250.0,24.0,7.0,25.0,0.5959585433912299
1.0,27.0,150.0,24.0,7.0,25.0,0.5959585433912299
1.0,15.0,150.0,19.0,5.0,20.0,0.595427970559911
1.0,15.0,250.0,19.0,5.0,20.0,0.595427970559911
1.0,15.0,200.0,19.0,5.0,20.0,0.595427970559911
1.0,15.0,300.0,19.0,5.0,20.0,0.595427970559911
1.0,21.0,250.0,22.0,5.0,25.0,0.5935101189075319
1.0,21.0,300.0,22.0,5.0,25.0,0.5935101189075319
1.0,21.0,150.0,22.0,5.0,25.0,0.5935101189075319
1.0,21.0,200.0,22.0,5.0,25.0,0.5935101189075319
1.0,18.0,150.0,23.0,9.0,25.0,0.593112179943059
