dp,minDist,param1,param2,minRadius,maxRadius,f1_score
1.0,18.0,250.0,23.0,9.0,25.0,0.593112179943059
1.0,18.0,300.0,23.0,9.0,25.0,0.593112179943059
1.0,18.0,200.0,23.0,9.0,25.0,0.593112179943059
1.0,21.0,300.0,23.0,9.0,25.0,0.5900971597534578
1.0,21.0,250.0,23.0,9.0,25.0,0.5900971597534578
1.0,21.0,150.0,23.0,9.0,25.0,0.5900971597534578
1.0,21.0,200.0,23.0,9.0,25.0,0.5900971597534578
1.0,27.0,150.0,21.0,5.0,25.0,0.58920186727478
1.0,27.0,200.0,21.0,5.0,25.0,0.58920186727478
1.0,27.0,300.0,21.0,5.0,25.0,0.58920186727478
1.0,27.0,250.0,21.0,5.0,25.0,0.58920186727478
1.0,15.0,300.0,23.0,9.0,25.0,0.5891496492613716
1.0,15.0,250.0,23.0,9.0,25.0,0.5891496492613716
1.0,15.0,150.0,23.0,9.0,25.0,0.5891496492613716
1.0,15.0,200.0,23.0,9.0,25.0,0.5891496492613716
1.0,15.0,300.0,21.0,9.0,25.0,0.5889932239860757
1.0,15.0,250.0,21.0,9.0,25.0,0.5889932239860757
1.0,15.0,150.0,21.0,9.0,25.0,0.5889932239860757
1.0,15.0,200.0,21.0,9.0,25.0,0.5889932239860757
1.0,18.0,150.0,15.0,7.0,15.0,0.5879081900846491
1.0,18.0,250.0,15.0,7.0,15.0,0.5879081900846491
1.0,18.0,300.0,15.0,7.0,15.0,0.5879081900846491
1.0,18.0,200.0,15.0,7.0,15.0,0.5879081900846491
1.0,24.0,200.0,23.0,9.0,25.0,0.5862790323748901
1.0,24.0,300.0,23.0,9.0,25.0,0.5862790323748901
1.0,24.0,150.0,23.0,9.0,25.0,0.5862790323748901
1.0,24.0,250.0,23.0,9.0,25.0,0.5862790323748901
1.0,24.0,300.0,17.0,5.0,20.0,0.5858938012308201
1.0,24.0,150.0,17.0,5.0,20.0,0.5858938012308201
1.0,24.0,250.0,17.0,5.0,20.0,0.5858938012308201
1.0,24.0,200.0,17.0,5.0,20.0,0.5858938012308201
1.0,21.0,300.0,15.0,9.0,20.0,0.585492063863347
1.0,21.0,150.0,15.0,9.0,20.0,0.585492063863347
1.0,21.0,250.0,15.0,9.0,20.0,0.585492063863347
1.0,21.0,200.0,15.0,9.0,20.0,0.585492063863347
1.0,21.0,150.0,15.0,7.0,15.0,0.5836378081373204
1.0,21.0,300.0,15.0,7.0,15.0,0.5836378081373204
1.0,21.0,250.0,15.0,7.0,15.0,0.5836378081373204
1.0,21.0,200.0,15.0,7.0,15.0,0.5836378081373204
1.0,18.0,200.0,20.0,9.0,25.0,0.5835854455750954
1.0,18.0,250.0,20.0,9.0,25.0,0.5835854455750954
1.0,18.0,300.0,20.0,9.0,25.0,0.5835854455750954
1.0,18.0,150.0,20.0,9.0,25.0,0.5835854455750954
1.0,15.0,150.0,15.0,7.0,15.0,0.5834499883783315
1.0,15.0,300.0,15.0,7.0,15.0,0.5834499883783315
1.0,15.0,250.0,15.0,7.0,15.0,0.5834499883783315
1.0,15.0,200.0,15.0,7.0,15.0,0.5834499883783315
1.0,15.0,300.0,22.0,7.0,25.0,0.5822969869472661
1.0,15.0,200.0,22.0,7.0,25.0,0.5822969869472661
1.0,15.0,250.0,22.0,7.0,25.0,0.5822969869472661
1.0,15.0,150.0,22.0,7.0,25.0,0.5822969869472661
1.0,24.0,150.0,21.0,5.0,25.0,0.5822860782148365
1.0,24.0,250.0,21.0,5.0,25.0,0.5822860782148365
1.0,24.0,200.0,21.0,5.0,25.0,0.5822860782148365
1.0,24.0,300.0,21.0,5.0,25.0,0.5822860782148365
1.0,27.0,250.0,15.0,7.0,20.0,0.5818122743040735
1.0,27.0,200.0,15.0,7.0,20.0,0.5818122743040735
1.0,27.0,150.0,15.0,7.0,20.0,0.5818122743040735
1.0,27.0,300.0,15.0,7.0,20.0,0.5818122743040735
1.0,27.0,300.0,19.0,9.0,25.0,0.580647828271166
1.0,27.0,250.0,19.0,9.0,25.0,0.580647828271166
1.0,27.0,150.0,19.0,9.0,25.0,0.580647828271166
1.0,27.0,200.0,19.0,9.0,25.0,0.580647828271166
1.0,15.0,150.0,15.0,5.0,15.0,0.5804146116778894
1.0,15.0,300.0,15.0,5.0,15.0,0.5804146116778894
1.0,15.0,200.0,15.0,5.0,15.0,0.5804146116778894
1.0,15.0,250.0,15.0,5.0,15.0,0.5804146116778894
1.0,18.0,300.0,19.0,9.0,20.0,0.5803740366272723
1.0,18.0,150.0,19.0,9.0,20.0,0.5803740366272723
1.0,18.0,250.0,19.0,9.0,20.0,0.5803740366272723
1.0,18.0,200.0,19.0,9.0,20.0,0.5803740366272723
1.0,27.0,150.0,16.0,5.0,20.0,0.5803726546965137
1.0,27.0,200.0,16.0,5.0,20.0,0.5803726546965137
1.0,27.0,250.0,16.0,5.0,20.0,0.5803726546965137
1.0,27.0,300.0,16.0,5.0,20.0,0.5803726546965137
1.0,15.0,200.0,19.0,9.0,20.0,0.5795889406837014
1.0,15.0,300.0,19.0,9.0,20.0,0.5795889406837014
1.0,15.0,150.0,19.0,9.0,20.0,0.5795889406837014
1.0,15.0,250.0,19.0,9.0,20.0,0.5795889406837014
1.0,27.0,150.0,23.0,9.0,25.0,0.5795007028195932
1.0,27.0,250.0,23.0,9.0,25.0,0.5795007028195932
1.0,27.0,200.0,23.0,9.0,25.0,0.5795007028195932
1.0,27.0,300.0,23.0,9.0,25.0,0.5795007028195932
1.0,18.0,200.0,17.0,7.0,20.0,0.5785796003224379
1.0,18.0,300.0,17.0,7.0,20.0,0.5785796003224379
1.0,18.0,250.0,17.0,7.0,20.0,0.5785796003224379
1.0,18.0,150.0,17.0,7.0,20.0,0.5785796003224379
1.0,21.0,200.0,19.0,9.0,20.0,0.5781619041569308
1.0,21.0,150.0,19.0,9.0,20.0,0.5781619041569308
1.0,21.0,300.0,19.0,9.0,20.0,0.5781619041569308
1.0,21.0,250.0,19.0,9.0,20.0,0.5781619041569308
1.0,24.0,150.0,15.0,7.0,15.0,0.5765443261072871
1.0,24.0,250.0,15.0,7.0,15.0,0.5765443261072871
1.0,24.0,300.0,15.0,7.0,15.0,0.5765443261072871
1.0,24.0,200.0,15.0,7.0,15.0,0.5765443261072871
1.0,21.0,200.0,16.0,7.0,20.0,0.5752845000719569
1.0,21.0,150.0,16.0,7.0,20.0,0.5752845000719569
1.0,21.0,250.0,16.0,7.0,20.0,0.5752845000719569
1.0,21.0,300.0,16.0,7.0,20.0,0.5752845000719569
1.0,27.0,200.0,20.0,7.0,25.0,0.5752764818770879
1.0,27.0,300.0,20.0,7.0,25.0,0.5752764818770879
1.0,27.0,250.0,20.0,7.0,25.0,0.5752764818770879
1.0,27.0,150.0,20.0,7.0,25.0,0.5752764818770879
1.0,18.0,200.0,18.0,5.0,20.0,0.5752520852921497
1.0,18.0,150.0,18.0,5.0,20.0,0.5752520852921497
1.0,18.0,250.0,18.0,5.0,20.0,0.5752520852921497
1.0,18.0,300.0,18.0,5.0,20.0,0.5752520852921497
1.0,24.0,150.0,19.0,9.0,25.0,0.5751671976848713
1.0,24.0,200.0,19.0,9.0,25.0,0.5751671976848713
1.0,24.0,300.0,19.0,9.0,25.0,0.5751671976848713
1.0,24.0,250.0,19.0,9.0,25.0,0.5751671976848713
1.0,15.0,300.0,23.0,5.0,25.0,0.5747710036596154
1.0,15.0,250.0,23.0,5.0,25.0,0.5747710036596154
1.0,15.0,200.0,23.0,5.0,25.0,0.5747710036596154
1.0,15.0,150.0,23.0,5.0,25.0,0.5747710036596154
1.0,24.0,300.0,20.0,7.0,25.0,0.57288361823236
1.0,24.0,150.0,20.0,7.0,25.0,0.57288361823236
1.0,24.0,250.0,20.0,7.0,25.0,0.57288361823236
1.0,24.0,200.0,20.0,7.0,25.0,0.57288361823236
1.0,15.0,300.0,16.0,9.0,20.0,0.5720966189457327
1.0,15.0,200.0,16.0,9.0,20.0,0.5720966189457327
1.0,15.0,250.0,16.0,9.0,20.0,0.5720966189457327
1.0,15.0,150.0,16.0,9.0,20.0,0.5720966189457327
1.0,18.0,150.0,21.0,7.0,25.0,0.5706106329352061
1.0,18.0,200.0,21.0,7.0,25.0,0.5706106329352061
1.0,18.0,300.0,21.0,7.0,25.0,0.5706106329352061
1.0,18.0,250.0,21.0,7.0,25.0,0.5706106329352061
1.0,24.0,150.0,19.0,9.0,20.0,0.5689810074015407
1.0,24.0,250.0,19.0,9.0,20.0,0.5689810074015407
1.0,24.0,300.0,19.0,9.0,20.0,0.5689810074015407
1.0,24.0,200.0,19.0,9.0,20.0,0.5689810074015407
1.0,18.0,300.0,22.0,5.0,25.0,0.5688849811312859
1.0,18.0,250.0,22.0,5.0,25.0,0.5688849811312859
1.0,18.0,200.0,22.0,5.0,25.0,0.5688849811312859
1.0,18.0,150.0,22.0,5.0,25.0,0.5688849811312859
1.0,18.0,250.0,17.0,5.0,15.0,0.5684065324865983
1.0,18.0,200.0,17.0,5.0,15.0,0.5684065324865983
1.0,18.0,150.0,17.0,5.0,15.0,0.5684065324865983
1.0,18.0,300.0,17.0,5.0,15.0,0.5684065324865983
1.0,27.0,150.0,15.0,5.0,20.0,0.5676687043880987
1.0,27.0,200.0,15.0,5.0,20.0,0.5676687043880987
1.0,27.0,250.0,15.0,5.0,20.0,0.5676687043880987
1.0,27.0,300.0,15.0,5.0,20.0,0.5676687043880987
1.0,24.0,300.0,15.0,7.0,20.0,0.5649554496866304
1.0,24.0,250.0,15.0,7.0,20.0,0.5649554496866304
1.0,24.0,200.0,15.0,7.0,20.0,0.5649554496866304
1.0,24.0,150.0,15.0,7.0,20.0,0.5649554496866304
1.0,15.0,300.0,17.0,5.0,15.0,0.5648822605965207
1.0,15.0,250.0,17.0,5.0,15.0,0.5648822605965207
1.0,15.0,200.0,17.0,5.0,15.0,0.5648822605965207
1.0,15.0,150.0,17.0,5.0,15.0,0.5648822605965207
1.0,24.0,150.0,16.0,5.0,20.0,0.5642654170649517
1.0,24.0,200.0,16.0,5.0,20.0,0.5642654170649517
1.0,24.0,250.0,16.0,5.0,20.0,0.5642654170649517
1.0,24.0,300.0,16.0,5.0,20.0,0.5642654170649517
1.0,21.0,300.0,19.0,9.0,25.0,0.5641853784585743
1.0,21.0,250.0,19.0,9.0,25.0,0.5641853784585743
1.0,21.0,200.0,19.0,9.0,25.0,0.5641853784585743
1.0,21.0,150.0,19.0,9.0,25.0,0.5641853784585743
1.0,21.0,250.0,17.0,5.0,20.0,0.5633707546284237
1.0,21.0,200.0,17.0,5.0,20.0,0.5633707546284237
1.0,21.0,150.0,17.0,5.0,20.0,0.5633707546284237
1.0,21.0,300.0,17.0,5.0,20.0,0.5633707546284237
1.0,21.0,300.0,17.0,5.0,15.0,0.5618638422058562
1.0,21.0,150.0,17.0,5.0,15.0,0.5618638422058562
1.0,21.0,200.0,17.0,5.0,15.0,0.5618638422058562
1.0,21.0,250.0,17.0,5.0,15.0,0.5618638422058562
1.0,21.0,300.0,21.0,5.0,25.0,0.561225742807132
1.0,21.0,250.0,21.0,5.0,25.0,0.561225742807132
1.0,21.0,200.0,21.0,5.0,25.0,0.561225742807132
1.0,21.0,150.0,21.0,5.0,25.0,0.561225742807132
1.0,27.0,300.0,18.0,9.0,25.0,0.5608733390770737
1.0,27.0,250.0,18.0,9.0,25.0,0.5608733390770737
1.0,27.0,200.0,18.0,9.0,25.0,0.5608733390770737
1.0,27.0,150.0,18.0,9.0,25.0,0.5608733390770737
1.0,27.0,300.0,19.0,7.0,25.0,0.5608085862975907
1.0,27.0,250.0,19.0,7.0,25.0,0.5608085862975907
1.0,27.0,150.0,19.0,7.0,25.0,0.5608085862975907
1.0,27.0,200.0,19.0,7.0,25.0,0.5608085862975907
1.0,27.0,150.0,20.0,5.0,25.0,0.5599743392971286
1.0,27.0,250.0,20.0,5.0,25.0,0.5599743392971286
1.0,27.0,300.0,20.0,5.0,25.0,0.5599743392971286
1.0,27.0,200.0,20.0,5.0,25.0,0.5599743392971286
1.0,21.0,150.0,20.0,7.0,25.0,0.5580663465730237
1.0,21.0,300.0,20.0,7.0,25.0,0.5580663465730237
1.0,21.0,250.0,20.0,7.0,25.0,0.5580663465730237
1.0,21.0,200.0,20.0,7.0,25.0,0.5580663465730237
1.0,27.0,300.0,19.0,9.0,20.0,0.55765207735675
1.0,27.0,250.0,19.0,9.0,20.0,0.55765207735675
1.0,27.0,200.0,19.0,9.0,20.0,0.55765207735675
1.0,27.0,150.0,19.0,9.0,20.0,0.55765207735675
1.0,24.0,150.0,18.0,9.0,25.0,0.5569604403781891
1.0,24.0,300.0,18.0,9.0,25.0,0.5569604403781891
1.0,24.0,200.0,18.0,9.0,25.0,0.5569604403781891
1.0,24.0,250.0,18.0,9.0,25.0,0.5569604403781891
1.0,24.0,300.0,20.0,5.0,25.0,0.5546227337014277
1.0,24.0,250.0,20.0,5.0,25.0,0.5546227337014277
1.0,24.0,200.0,20.0,5.0,25.0,0.5546227337014277
1.0,24.0,150.0,20.0,5.0,25.0,0.5546227337014277
1.0,24.0,250.0,17.0,5.0,15.0,0.5545265545537454
1.0,24.0,200.0,17.0,5.0,15.0,0.5545265545537454
1.0,24.0,300.0,17.0,5.0,15.0,0.5545265545537454
1.0,24.0,150.0,17.0,5.0,15.0,0.5545265545537454
1.0,18.0,300.0,15.0,9.0,20.0,0.5532605698977613
1.0,18.0,200.0,15.0,9.0,20.0,0.5532605698977613
1.0,18.0,150.0,15.0,9.0,20.0,0.5532605698977613
1.0,18.0,250.0,15.0,9.0,20.0,0.5532605698977613
1.0,15.0,150.0,20.0,9.0,25.0,0.5510157974932967
1.0,15.0,200.0,20.0,9.0,25.0,0.5510157974932967
1.0,15.0,300.0,20.0,9.0,25.0,0.5510157974932967
1.0,15.0,250.0,20.0,9.0,25.0,0.5510157974932967
1.0,24.0,300.0,19.0,7.0,25.0,0.5485912107983704
1.0,24.0,200.0,19.0,7.0,25.0,0.5485912107983704
1.0,24.0,150.0,19.0,7.0,25.0,0.5485912107983704
1.0,24.0,250.0,19.0,7.0,25.0,0.5485912107983704
1.0,27.0,150.0,15.0,7.0,15.0,0.548236498410189
1.0,27.0,200.0,15.0,7.0,15.0,0.548236498410189
1.0,27.0,250.0,15.0,7.0,15.0,0.548236498410189
1.0,27.0,300.0,15.0,7.0,15.0,0.548236498410189
1.0,24.0,200.0,15.0,5.0,20.0,0.542504743404899
1.0,24.0,250.0,15.0,5.0,20.0,0.542504743404899
1.0,24.0,150.0,15.0,5.0,20.0,0.542504743404899
1.0,24.0,300.0,15.0,5.0,20.0,0.542504743404899
1.0,18.0,150.0,19.0,9.0,25.0,0.5419225791483122
1.0,18.0,200.0,19.0,9.0,25.0,0.5419225791483122
1.0,18.0,250.0,19.0,9.0,25.0,0.5419225791483122
1.0,18.0,300.0,19.0,9.0,25.0,0.5419225791483122
1.0,15.0,250.0,17.0,7.0,20.0,0.5413912586061859
1.0,15.0,150.0,17.0,7.0,20.0,0.5413912586061859
1.0,15.0,200.0,17.0,7.0,20.0,0.5413912586061859
1.0,15.0,300.0,17.0,7.0,20.0,0.5413912586061859
1.0,21.0,300.0,15.0,7.0,20.0,0.5404205089101436
1.0,21.0,150.0,15.0,7.0,20.0,0.5404205089101436
1.0,21.0,200.0,15.0,7.0,20.0,0.5404205089101436
1.0,21.0,250.0,15.0,7.0,20.0,0.5404205089101436
1.0,18.0,200.0,22.0,5.0,20.0,0.539536926131275
1.0,18.0,250.0,22.0,5.0,20.0,0.539536926131275
1.0,18.0,300.0,22.0,5.0,20.0,0.539536926131275
1.0,18.0,150.0,22.0,5.0,20.0,0.539536926131275
1.0,15.0,150.0,22.0,5.0,20.0,0.5388938015776992
1.0,15.0,250.0,22.0,5.0,20.0,0.5388938015776992
1.0,15.0,300.0,22.0,5.0,20.0,0.5388938015776992
1.0,15.0,200.0,22.0,5.0,20.0,0.5388938015776992
1.0,15.0,200.0,18.0,5.0,20.0,0.5385598349664799
1.0,15.0,150.0,18.0,5.0,20.0,0.5385598349664799
1.0,15.0,250.0,18.0,5.0,20.0,0.5385598349664799
1.0,15.0,300.0,18.0,5.0,20.0,0.5385598349664799
1.0,27.0,200.0,18.0,7.0,25.0,0.5379759648764965
1.0,27.0,150.0,18.0,7.0,25.0,0.5379759648764965
1.0,27.0,300.0,18.0,7.0,25.0,0.5379759648764965
1.0,27.0,250.0,18.0,7.0,25.0,0.5379759648764965
1.0,21.0,150.0,22.0,5.0,20.0,0.535865365432571
1.0,21.0,200.0,22.0,5.0,20.0,0.535865365432571
1.0,21.0,300.0,22.0,5.0,20.0,0.535865365432571
1.0,21.0,250.0,22.0,5.0,20.0,0.535865365432571
1.0,27.0,300.0,17.0,9.0,25.0,0.5356016672184493
1.0,27.0,150.0,17.0,9.0,25.0,0.5356016672184493
1.0,27.0,250.0,17.0,9.0,25.0,0.5356016672184493
1.0,27.0,200.0,17.0,9.0,25.0,0.5356016672184493
1.0,27.0,200.0,19.0,5.0,25.0,0.535277067839724
1.0,27.0,150.0,19.0,5.0,25.0,0.535277067839724
1.0,27.0,300.0,19.0,5.0,25.0,0.535277067839724
1.0,27.0,250.0,19.0,5.0,25.0,0.535277067839724
1.0,21.0,250.0,16.0,5.0,20.0,0.5351166663782645
1.0,21.0,150.0,16.0,5.0,20.0,0.5351166663782645
1.0,21.0,200.0,16.0,5.0,20.0,0.5351166663782645
1.0,21.0,300.0,16.0,5.0,20.0,0.5351166663782645
1.0,18.0,200.0,21.0,7.0,20.0,0.5339324198050344
1.0,18.0,150.0,21.0,7.0,20.0,0.5339324198050344
1.0,18.0,250.0,21.0,7.0,20.0,0.5339324198050344
1.0,18.0,300.0,21.0,7.0,20.0,0.5339324198050344
1.0,21.0,300.0,18.0,9.0,25.0,0.5334678176756109
1.0,21.0,200.0,18.0,9.0,25.0,0.5334678176756109
1.0,21.0,250.0,18.0,9.0,25.0,0.5334678176756109
1.0,21.0,150.0,18.0,9.0,25.0,0.5334678176756109
1.0,21.0,150.0,21.0,7.0,20.0,0.5327540280210602
1.0,21.0,200.0,21.0,7.0,20.0,0.5327540280210602
1.0,21.0,300.0,21.0,7.0,20.0,0.5327540280210602
1.0,21.0,250.0,21.0,7.0,20.0,0.5327540280210602
1.0,18.0,200.0,16.0,7.0,20.0,0.5325904757527186
1.0,18.0,300.0,16.0,7.0,20.0,0.5325904757527186
1.0,18.0,150.0,16.0,7.0,20.0,0.5325904757527186
1.0,18.0,250.0,16.0,7.0,20.0,0.5325904757527186
1.0,15.0,150.0,21.0,7.0,20.0,0.5320859034710494
1.0,15.0,200.0,21.0,7.0,20.0,0.5320859034710494
1.0,15.0,300.0,21.0,7.0,20.0,0.5320859034710494
1.0,15.0,250.0,21.0,7.0,20.0,0.5320859034710494
1.0,24.0,300.0,19.0,5.0,25.0,0.5306913106566413
1.0,24.0,250.0,19.0,5.0,25.0,0.5306913106566413
1.0,24.0,200.0,19.0,5.0,25.0,0.5306913106566413
1.0,24.0,150.0,19.0,5.0,25.0,0.5306913106566413
1.0,15.0,300.0,21.0,7.0,25.0,0.5301491561334585
1.0,15.0,250.0,21.0,7.0,25.0,0.5301491561334585
1.0,15.0,200.0,21.0,7.0,25.0,0.5301491561334585
1.0,15.0,150.0,21.0,7.0,25.0,0.5301491561334585
1.0,21.0,300.0,20.0,5.0,25.0,0.5300301385788736
1.0,21.0,250.0,20.0,5.0,25.0,0.5300301385788736
1.0,21.0,150.0,20.0,5.0,25.0,0.5300301385788736
1.0,21.0,200.0,20.0,5.0,25.0,0.5300301385788736
1.0,24.0,300.0,18.0,7.0,25.0,0.5298421334765986
1.0,24.0,150.0,18.0,7.0,25.0,0.5298421334765986
1.0,24.0,200.0,18.0,7.0,25.0,0.5298421334765986
1.0,24.0,250.0,18.0,7.0,25.0,0.5298421334765986
1.0,15.0,250.0,22.0,5.0,25.0,0.529789723581357
1.0,15.0,200.0,22.0,5.0,25.0,0.529789723581357
1.0,15.0,150.0,22.0,5.0,25.0,0.529789723581357
1.0,15.0,300.0,22.0,5.0,25.0,0.529789723581357
1.0,24.0,150.0,17.0,9.0,25.0,0.5295445578993346
1.0,24.0,300.0,17.0,9.0,25.0,0.5295445578993346
1.0,24.0,200.0,17.0,9.0,25.0,0.5295445578993346
1.0,24.0,250.0,17.0,9.0,25.0,0.5295445578993346
1.0,18.0,200.0,20.0,7.0,25.0,0.5291382984484714
1.0,18.0,150.0,20.0,7.0,25.0,0.5291382984484714
1.0,18.0,250.0,20.0,7.0,25.0,0.5291382984484714
1.0,18.0,300.0,20.0,7.0,25.0,0.5291382984484714
1.0,18.0,300.0,17.0,5.0,20.0,0.5282557969069873
1.0,18.0,150.0,17.0,5.0,20.0,0.5282557969069873
1.0,18.0,250.0,17.0,5.0,20.0,0.5282557969069873
1.0,18.0,200.0,17.0,5.0,20.0,0.5282557969069873
1.0,21.0,200.0,19.0,7.0,25.0,0.5280108714132647
1.0,21.0,300.0,19.0,7.0,25.0,0.5280108714132647
1.0,21.0,150.0,19.0,7.0,25.0,0.5280108714132647
1.0,21.0,250.0,19.0,7.0,25.0,0.5280108714132647
1.0,27.0,300.0,17.0,5.0,15.0,0.5279970657455597
1.0,27.0,150.0,17.0,5.0,15.0,0.5279970657455597
1.0,27.0,200.0,17.0,5.0,15.0,0.5279970657455597
1.0,27.0,250.0,17.0,5.0,15.0,0.5279970657455597
1.0,18.0,250.0,21.0,5.0,25.0,0.5270819560240978
1.0,18.0,200.0,21.0,5.0,25.0,0.5270819560240978
1.0,18.0,150.0,21.0,5.0,25.0,0.5270819560240978
1.0,18.0,300.0,21.0,5.0,25.0,0.5270819560240978
1.0,24.0,300.0,22.0,5.0,20.0,0.5265753967067572
1.0,24.0,150.0,22.0,5.0,20.0,0.5265753967067572
1.0,24.0,250.0,22.0,5.0,20.0,0.5265753967067572
1.0,24.0,200.0,22.0,5.0,20.0,0.5265753967067572
1.0,24.0,150.0,21.0,7.0,20.0,0.5229308391303144
1.0,24.0,200.0,21.0,7.0,20.0,0.5229308391303144
1.0,24.0,300.0,21.0,7.0,20.0,0.5229308391303144
1.0,24.0,250.0,21.0,7.0,20.0,0.5229308391303144
1.0,27.0,300.0,17.0,7.0,25.0,0.5197690170536641
1.0,27.0,250.0,17.0,7.0,25.0,0.5197690170536641
1.0,27.0,200.0,17.0,7.0,25.0,0.5197690170536641
1.0,27.0,150.0,17.0,7.0,25.0,0.5197690170536641
1.0,27.0,150.0,16.0,9.0,25.0,0.5196310246744132
1.0,27.0,200.0,16.0,9.0,25.0,0.5196310246744132
1.0,27.0,250.0,16.0,9.0,25.0,0.5196310246744132
1.0,27.0,300.0,16.0,9.0,25.0,0.5196310246744132
1.0,27.0,200.0,18.0,5.0,25.0,0.5179615266459873
1.0,27.0,300.0,18.0,5.0,25.0,0.5179615266459873
1.0,27.0,150.0,18.0,5.0,25.0,0.5179615266459873
1.0,27.0,250.0,18.0,5.0,25.0,0.5179615266459873
1.0,27.0,250.0,15.0,9.0,25.0,0.5152662697907503
1.0,27.0,300.0,15.0,9.0,25.0,0.5152662697907503
1.0,27.0,200.0,15.0,9.0,25.0,0.5152662697907503
1.0,27.0,150.0,15.0,9.0,25.0,0.5152662697907503
1.0,15.0,250.0,15.0,9.0,20.0,0.5117229169751453
1.0,15.0,200.0,15.0,9.0,20.0,0.5117229169751453
1.0,15.0,300.0,15.0,9.0,20.0,0.5117229169751453
1.0,15.0,150.0,15.0,9.0,20.0,0.5117229169751453
1.0,27.0,300.0,17.0,5.0,25.0,0.5108900380009985
1.0,27.0,250.0,17.0,5.0,25.0,0.5108900380009985
1.0,27.0,200.0,17.0,5.0,25.0,0.5108900380009985
1.0,27.0,150.0,17.0,5.0,25.0,0.5108900380009985
1.0,27.0,200.0,21.0,7.0,20.0,0.5106655011109781
1.0,27.0,250.0,21.0,7.0,20.0,0.5106655011109781
1.0,27.0,300.0,21.0,7.0,20.0,0.5106655011109781
1.0,27.0,150.0,21.0,7.0,20.0,0.5106655011109781
1.0,27.0,300.0,22.0,5.0,20.0,0.5101417190888564
1.0,27.0,150.0,22.0,5.0,20.0,0.5101417190888564
1.0,27.0,250.0,22.0,5.0,20.0,0.5101417190888564
1.0,27.0,200.0,22.0,5.0,20.0,0.5101417190888564
1.0,24.0,200.0,18.0,5.0,25.0,0.5092905809471309
1.0,24.0,250.0,18.0,5.0,25.0,0.5092905809471309
1.0,24.0,150.0,18.0,5.0,25.0,0.5092905809471309
1.0,24.0,300.0,18.0,5.0,25.0,0.5092905809471309
1.0,24.0,300.0,16.0,9.0,25.0,0.5092898891022745
1.0,24.0,250.0,16.0,9.0,25.0,0.5092898891022745
1.0,24.0,150.0,16.0,9.0,25.0,0.5092898891022745
1.0,24.0,200.0,16.0,9.0,25.0,0.5092898891022745
1.0,24.0,150.0,17.0,7.0,25.0,0.5072305690608364
1.0,24.0,200.0,17.0,7.0,25.0,0.5072305690608364
1.0,24.0,300.0,17.0,7.0,25.0,0.5072305690608364
1.0,24.0,250.0,17.0,7.0,25.0,0.5072305690608364
1.0,27.0,250.0,16.0,7.0,25.0,0.5069955507571282
1.0,27.0,300.0,16.0,7.0,25.0,0.5069955507571282
1.0,27.0,150.0,16.0,7.0,25.0,0.5069955507571282
1.0,27.0,200.0,16.0,7.0,25.0,0.5069955507571282
1.0,21.0,150.0,15.0,5.0,20.0,0.5059640065274214
1.0,21.0,300.0,15.0,5.0,20.0,0.5059640065274214
1.0,21.0,250.0,15.0,5.0,20.0,0.5059640065274214
1.0,21.0,200.0,15.0,5.0,20.0,0.5059640065274214
1.0,21.0,250.0,17.0,9.0,25.0,0.5044385552701539
1.0,21.0,300.0,17.0,9.0,25.0,0.5044385552701539
1.0,21.0,200.0,17.0,9.0,25.0,0.5044385552701539
1.0,21.0,150.0,17.0,9.0,25.0,0.5044385552701539
1.0,27.0,150.0,16.0,5.0,25.0,0.5020566379381535
1.0,27.0,300.0,16.0,5.0,25.0,0.5020566379381535
1.0,27.0,250.0,16.0,5.0,25.0,0.5020566379381535
1.0,27.0,200.0,16.0,5.0,25.0,0.5020566379381535
1.0,21.0,200.0,24.0,9.0,25.0,0.5018464197695327
1.0,21.0,150.0,24.0,9.0,25.0,0.5018464197695327
1.0,21.0,250.0,24.0,9.0,25.0,0.5018464197695327
1.0,21.0,300.0,24.0,9.0,25.0,0.5018464197695327
1.0,18.0,300.0,24.0,9.0,25.0,0.501407689751659
1.0,18.0,250.0,24.0,9.0,25.0,0.501407689751659
1.0,18.0,150.0,24.0,9.0,25.0,0.501407689751659
1.0,18.0,200.0,24.0,9.0,25.0,0.501407689751659
1.0,15.0,150.0,24.0,9.0,25.0,0.501073711623259
1.0,15.0,200.0,24.0,9.0,25.0,0.501073711623259
1.0,15.0,250.0,24.0,9.0,25.0,0.501073711623259
1.0,15.0,300.0,24.0,9.0,25.0,0.501073711623259
1.0,21.0,300.0,18.0,7.0,25.0,0.5007967513236422
1.0,21.0,250.0,18.0,7.0,25.0,0.5007967513236422
1.0,21.0,150.0,18.0,7.0,25.0,0.5007967513236422
1.0,21.0,200.0,18.0,7.0,25.0,0.5007967513236422
1.0,21.0,150.0,19.0,5.0,25.0,0.5001121682157064
1.0,21.0,200.0,19.0,5.0,25.0,0.5001121682157064
1.0,21.0,300.0,19.0,5.0,25.0,0.5001121682157064
1.0,21.0,250.0,19.0,5.0,25.0,0.5001121682157064
1.0,24.0,300.0,24.0,9.0,25.0,0.4998823517695585
1.0,24.0,250.0,24.0,9.0,25.0,0.4998823517695585
1.0,24.0,200.0,24.0,9.0,25.0,0.4998823517695585
1.0,24.0,150.0,24.0,9.0,25.0,0.4998823517695585
1.0,15.0,300.0,19.0,9.0,25.0,0.4989935306104179
1.0,15.0,250.0,19.0,9.0,25.0,0.4989935306104179
